NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"77.51"	"4"	"77.51 Intermediation service activities for rental and leasing of cars, motorhomes and trailers"	"79.90"	"79.90 Other reservation service and related activities"		"NACE Rev. 2.1 class 77.51 is mapped to NACE Rev. 2 classes 79.11, 79.90, 82.99"
"77.51"	"4"	"77.51 Intermediation service activities for rental and leasing of cars, motorhomes and trailers"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 77.51 is mapped to NACE Rev. 2 classes 79.11, 79.90, 82.99"
"77.52"	"4"	"77.52 Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets"	"82.99"	"82.99 Other business support service activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 77.52 is mapped to NACE Rev. 2 class 82.99"
"78"	"2"	"78 Employment activities"	"78"	"78 Employment activities"		"NACE Rev. 2.1 division 78 is mapped to NACE Rev. 2 division 78"
"78.1"	"3"	"78.1 Activities of employment placement agencies"	"78.1"	"78.1 Activities of employment placement agencies"		"NACE Rev. 2.1 group 78.1 is mapped to NACE Rev. 2 group 78.1"
"78.10"	"4"	"78.10 Activities of employment placement agencies"	"78.10"	"78.10 Activities of employment placement agencies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 78.10 is mapped to NACE Rev. 2 class 78.10"
"78.2"	"3"	"78.2 Temporary employment agency activities and other human resource provisions"	"78.2"	"78.2 Temporary employment agency activities"		"NACE Rev. 2.1 group 78.2 is mapped to NACE Rev. 2 groups 78.2, 78.3"
"78.2"	"3"	"78.2 Temporary employment agency activities and other human resource provisions"	"78.3"	"78.3 Other human resources provision"		"NACE Rev. 2.1 group 78.2 is mapped to NACE Rev. 2 groups 78.2, 78.3"
"78.20"	"4"	"78.20 Temporary employment agency activities and other human resource provisions"	"78.20"	"78.20 Temporary employment agency activities"		"NACE Rev. 2.1 class 78.20 is mapped to NACE Rev. 2 classes 78.20, 78.30"
"78.20"	"4"	"78.20 Temporary employment agency activities and other human resource provisions"	"78.30"	"78.30 Other human resources provision"		"NACE Rev. 2.1 class 78.20 is mapped to NACE Rev. 2 classes 78.20, 78.30"
"79"	"2"	"79 Travel agency, tour operator and other reservation service and related activities"	"79"	"79 Travel agency, tour operator and other reservation service and related activities"		"NACE Rev. 2.1 division 79 is mapped to NACE Rev. 2 division 79"
"79.1"	"3"	"79.1 Travel agency and tour operator activities"	"79.1"	"79.1 Travel agency and tour operator activities"		"NACE Rev. 2.1 group 79.1 is mapped to NACE Rev. 2 group 79.1"
"79.11"	"4"	"79.11 Travel agency activities"	"79.11"	"79.11 Travel agency activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 79.11 is mapped to NACE Rev. 2 class 79.11"
"79.12"	"4"	"79.12 Tour operator activities"	"79.12"	"79.12 Tour operator activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 79.12 is mapped to NACE Rev. 2 class 79.12"
"79.9"	"3"	"79.9 Other reservation service and related activities"	"79.9"	"79.9 Other reservation service and related activities"		"NACE Rev. 2.1 group 79.9 is mapped to NACE Rev. 2 group 79.9"
"79.90"	"4"	"79.90 Other reservation service and related activities"	"79.90"	"79.90 Other reservation service and related activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 79.90 is mapped to NACE Rev. 2 class 79.90"
"80"	"2"	"80 Investigation and security activities"	"74"	"74 Other professional, scientific and technical activities"		"NACE Rev. 2.1 division 80 is mapped to NACE Rev. 2 divisions 74, 80"
"80"	"2"	"80 Investigation and security activities"	"80"	"80 Security and investigation activities"		"NACE Rev. 2.1 division 80 is mapped to NACE Rev. 2 divisions 74, 80"
"80.0"	"3"	"80.0 Investigation and security activities"	"74.9"	"74.9 Other professional, scientific and technical activities n.e.c."		"NACE Rev. 2.1 group 80.0 is mapped to NACE Rev. 2 groups 74.9, 80.1, 80.2, 80.3"
"80.0"	"3"	"80.0 Investigation and security activities"	"80.1"	"80.1 Private security activities"		"NACE Rev. 2.1 group 80.0 is mapped to NACE Rev. 2 groups 74.9, 80.1, 80.2, 80.3"
"80.0"	"3"	"80.0 Investigation and security activities"	"80.2"	"80.2 Security systems service activities"		"NACE Rev. 2.1 group 80.0 is mapped to NACE Rev. 2 groups 74.9, 80.1, 80.2, 80.3"
"80.0"	"3"	"80.0 Investigation and security activities"	"80.3"	"80.3 Investigation activities"		"NACE Rev. 2.1 group 80.0 is mapped to NACE Rev. 2 groups 74.9, 80.1, 80.2, 80.3"
"80.01"	"4"	"80.01 Investigation and private security activities"	"80.10"	"80.10 Private security activities"		"NACE Rev. 2.1 class 80.01 is mapped to NACE Rev. 2 classes 80.10, 80.30"
"80.01"	"4"	"80.01 Investigation and private security activities"	"80.30"	"80.30 Investigation activities"		"NACE Rev. 2.1 class 80.01 is mapped to NACE Rev. 2 classes 80.10, 80.30"
"80.09"	"4"	"80.09 Security activities n.e.c."	"74.90"	"74.90 Other professional, scientific and technical activities n.e.c."		"NACE Rev. 2.1 class 80.09 is mapped to NACE Rev. 2 classes 74.90, 80.20"
"80.09"	"4"	"80.09 Security activities n.e.c."	"80.20"	"80.20 Security systems service activities"		"NACE Rev. 2.1 class 80.09 is mapped to NACE Rev. 2 classes 74.90, 80.20"
"81"	"2"	"81 Services to buildings and landscape activities"	"43"	"43 Specialised construction activities"		"NACE Rev. 2.1 division 81 is mapped to NACE Rev. 2 divisions 43, 81"
"81"	"2"	"81 Services to buildings and landscape activities"	"81"	"81 Services to buildings and landscape activities"		"NACE Rev. 2.1 division 81 is mapped to NACE Rev. 2 divisions 43, 81"
"81.1"	"3"	"81.1 Combined facilities support activities"	"81.1"	"81.1 Combined facilities support activities"		"NACE Rev. 2.1 group 81.1 is mapped to NACE Rev. 2 group 81.1"
"81.10"	"4"	"81.10 Combined facilities support activities"	"81.10"	"81.10 Combined facilities support activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 81.10 is mapped to NACE Rev. 2 class 81.10"
"81.2"	"3"	"81.2 Cleaning activities"	"43.3"	"43.3 Building completion and finishing"		"NACE Rev. 2.1 group 81.2 is mapped to NACE Rev. 2 groups 43.3, 43.9, 81.2"
"81.2"	"3"	"81.2 Cleaning activities"	"43.9"	"43.9 Other specialised construction activities"		"NACE Rev. 2.1 group 81.2 is mapped to NACE Rev. 2 groups 43.3, 43.9, 81.2"
"81.2"	"3"	"81.2 Cleaning activities"	"81.2"	"81.2 Cleaning activities"		"NACE Rev. 2.1 group 81.2 is mapped to NACE Rev. 2 groups 43.3, 43.9, 81.2"
"81.21"	"4"	"81.21 General cleaning of buildings"	"81.21"	"81.21 General cleaning of buildings"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 81.21 is mapped to NACE Rev. 2 class 81.21"
"81.22"	"4"	"81.22 Other building and industrial cleaning activities"	"43.39"	"43.39 Other building completion and finishing"		"NACE Rev. 2.1 class 81.22 is mapped to NACE Rev. 2 classes 43.39, 43.99, 81.22"
"81.22"	"4"	"81.22 Other building and industrial cleaning activities"	"43.99"	"43.99 Other specialised construction activities n.e.c."		"NACE Rev. 2.1 class 81.22 is mapped to NACE Rev. 2 classes 43.39, 43.99, 81.22"
"81.22"	"4"	"81.22 Other building and industrial cleaning activities"	"81.22"	"81.22 Other building and industrial cleaning activities"		"NACE Rev. 2.1 class 81.22 is mapped to NACE Rev. 2 classes 43.39, 43.99, 81.22"
"81.23"	"4"	"81.23 Other cleaning activities"	"81.29"	"81.29 Other cleaning activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 81.23 is mapped to NACE Rev. 2 class 81.29"
"81.3"	"3"	"81.3 Landscape service activities"	"81.3"	"81.3 Landscape service activities"		"NACE Rev. 2.1 group 81.3 is mapped to NACE Rev. 2 group 81.3"
"81.30"	"4"	"81.30 Landscape service activities"	"81.30"	"81.30 Landscape service activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 81.30 is mapped to NACE Rev. 2 class 81.30"
"82"	"2"	"82 Office administrative, office support and other business support activities"	"79"	"79 Travel agency, tour operator and other reservation service and related activities"		"NACE Rev. 2.1 division 82 is mapped to NACE Rev. 2 divisions 79, 82"
"82"	"2"	"82 Office administrative, office support and other business support activities"	"82"	"82 Office administrative, office support and other business support activities"		"NACE Rev. 2.1 division 82 is mapped to NACE Rev. 2 divisions 79, 82"
"82.1"	"3"	"82.1 Office administrative and support activities"	"82.1"	"82.1 Office administrative and support activities"		"NACE Rev. 2.1 group 82.1 is mapped to NACE Rev. 2 group 82.1"
"82.10"	"4"	"82.10 Office administrative and support activities"	"82.11"	"82.11 Combined office administrative service activities"		"NACE Rev. 2.1 class 82.10 is mapped to NACE Rev. 2 classes 82.11, 82.19"
"82.10"	"4"	"82.10 Office administrative and support activities"	"82.19"	"82.19 Photocopying, document preparation and other specialised office support activities"		"NACE Rev. 2.1 class 82.10 is mapped to NACE Rev. 2 classes 82.11, 82.19"
"82.2"	"3"	"82.2 Activities of call centres"	"82.2"	"82.2 Activities of call centres"		"NACE Rev. 2.1 group 82.2 is mapped to NACE Rev. 2 group 82.2"
"82.20"	"4"	"82.20 Activities of call centres"	"82.20"	"82.20 Activities of call centres"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 82.20 is mapped to NACE Rev. 2 class 82.20"
"82.3"	"3"	"82.3 Organisation of conventions and trade shows"	"82.3"	"82.3 Organisation of conventions and trade shows"		"NACE Rev. 2.1 group 82.3 is mapped to NACE Rev. 2 group 82.3"
"82.30"	"4"	"82.30 Organisation of conventions and trade shows"	"82.30"	"82.30 Organisation of conventions and trade shows"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 82.30 is mapped to NACE Rev. 2 class 82.30"
"82.4"	"3"	"82.4 Intermediation service activities for business support service activities n.e.c."	"79.9"	"79.9 Other reservation service and related activities"		"NACE Rev. 2.1 group 82.4 is mapped to NACE Rev. 2 groups 79.9, 82.9"
"82.4"	"3"	"82.4 Intermediation service activities for business support service activities n.e.c."	"82.9"	"82.9 Business support service activities n.e.c."		"NACE Rev. 2.1 group 82.4 is mapped to NACE Rev. 2 groups 79.9, 82.9"
"82.40"	"4"	"82.40 Intermediation service activities for business support service activities n.e.c."	"79.90"	"79.90 Other reservation service and related activities"		"NACE Rev. 2.1 class 82.40 is mapped to NACE Rev. 2 classes 79.90, 82.99"
"82.40"	"4"	"82.40 Intermediation service activities for business support service activities n.e.c."	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 82.40 is mapped to NACE Rev. 2 classes 79.90, 82.99"
"82.9"	"3"	"82.9 Business support service activities n.e.c."	"82.9"	"82.9 Business support service activities n.e.c."		"NACE Rev. 2.1 group 82.9 is mapped to NACE Rev. 2 group 82.9"
"82.91"	"4"	"82.91 Activities of collection agencies and credit bureaus"	"82.91"	"82.91 Activities of collection agencies and credit bureaus"		"NACE Rev. 2.1 class 82.91 is mapped to NACE Rev. 2 classes 82.91, 82.99"
"82.91"	"4"	"82.91 Activities of collection agencies and credit bureaus"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 82.91 is mapped to NACE Rev. 2 classes 82.91, 82.99"
"82.92"	"4"	"82.92 Packaging activities"	"82.92"	"82.92 Packaging activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 82.92 is mapped to NACE Rev. 2 class 82.92"
"82.99"	"4"	"82.99 Other business support service activities n.e.c."	"82.99"	"82.99 Other business support service activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 82.99 is mapped to NACE Rev. 2 class 82.99"
"84"	"2"	"84 Public administration and defence; compulsory social security"	"84"	"84 Public administration and defence; compulsory social security"		"NACE Rev. 2.1 division 84 is mapped to NACE Rev. 2 divisions 84, 93"
"84"	"2"	"84 Public administration and defence; compulsory social security"	"93"	"93 Sports activities and amusement and recreation activities"		"NACE Rev. 2.1 division 84 is mapped to NACE Rev. 2 divisions 84, 93"
"84.1"	"3"	"84.1 Administration of the State and the economic, social and environmental policies of the community"	"84.1"	"84.1 Administration of the State and the economic and social policy of the community"		"NACE Rev. 2.1 group 84.1 is mapped to NACE Rev. 2 group 84.1"
"84.11"	"4"	"84.11 General public administration activities"	"84.11"	"84.11 General public administration activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.11 is mapped to NACE Rev. 2 class 84.11"
"84.12"	"4"	"84.12 Regulation of health care, education, cultural services and other social services"	"84.12"	"84.12 Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.12 is mapped to NACE Rev. 2 class 84.12"
"84.13"	"4"	"84.13 Regulation of and contribution to more efficient operation of businesses"	"84.13"	"84.13 Regulation of and contribution to more efficient operation of businesses"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.13 is mapped to NACE Rev. 2 class 84.13"
"84.2"	"3"	"84.2 Provision of services to the community as a whole"	"84.2"	"84.2 Provision of services to the community as a whole"		"NACE Rev. 2.1 group 84.2 is mapped to NACE Rev. 2 groups 84.2, 93.2"
"84.2"	"3"	"84.2 Provision of services to the community as a whole"	"93.2"	"93.2 Amusement and recreation activities"		"NACE Rev. 2.1 group 84.2 is mapped to NACE Rev. 2 groups 84.2, 93.2"
"84.21"	"4"	"84.21 Foreign affairs"	"84.21"	"84.21 Foreign affairs"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.21 is mapped to NACE Rev. 2 class 84.21"
"84.22"	"4"	"84.22 Defence activities"	"84.22"	"84.22 Defence activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.22 is mapped to NACE Rev. 2 class 84.22"
"84.23"	"4"	"84.23 Justice and judicial activities"	"84.23"	"84.23 Justice and judicial activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.23 is mapped to NACE Rev. 2 class 84.23"
"84.24"	"4"	"84.24 Public order and safety activities"	"84.24"	"84.24 Public order and safety activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.24 is mapped to NACE Rev. 2 class 84.24"
"84.25"	"4"	"84.25 Fire service activities"	"84.25"	"84.25 Fire service activities"		"NACE Rev. 2.1 class 84.25 is mapped to NACE Rev. 2 classes 84.25, 93.29"
"84.25"	"4"	"84.25 Fire service activities"	"93.29"	"93.29 Other amusement and recreation activities"		"NACE Rev. 2.1 class 84.25 is mapped to NACE Rev. 2 classes 84.25, 93.29"
"84.3"	"3"	"84.3 Compulsory social security activities"	"84.3"	"84.3 Compulsory social security activities"		"NACE Rev. 2.1 group 84.3 is mapped to NACE Rev. 2 group 84.3"
"84.30"	"4"	"84.30 Compulsory social security activities"	"84.30"	"84.30 Compulsory social security activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 84.30 is mapped to NACE Rev. 2 class 84.30"
"85"	"2"	"85 Education"	"82"	"82 Office administrative, office support and other business support activities"		"NACE Rev. 2.1 division 85 is mapped to NACE Rev. 2 divisions 82, 85"
